B2B,TotalAmount,AvgAmount,Transactions,UniqueOrders,TotalUnits,AvgOrderValue,UnitsPerOrder,OrderFrequency
False,77998690.46,608.8700622931368,128104,119435,115805,653.0639298363126,0.9696068991501654,1.0725834135722359
True,591479.79,678.30251146789,872,794,841,744.9367632241814,1.0591939546599496,1.0982367758186398
